column110998,column237158,column337866,column47748,column5974,column6385,column711,column82,column90,column1041
column126423,column236673,column320371,column42121,column5819,column6196,column77,column835,column97,column1029
column125499,column247132,column345579,column41504,column5589,column6455,column798,column89,column922,column1039
column119685,column215436,column342275,column4557,column5905,column6215,column767,column830,column944,column1029
column129798,column225505,column36424,column42332,column5641,column673,column729,column838,column922,column1018
column15691,column23708,column39243,column43521,column5304,column6428,column737,column829,column911,column1015
column134384,column249210,column329726,column47740,column5514,column6373,column746,column831,column99,column1031
column140413,column25908,column316034,column49064,column5908,column6284,column780,column830,column920,column1011
column131808,column232193,column326009,column46963,column5392,column6497,column723,column825,column938,column1021
column129243,column24480,column316248,column4574,column5447,column6438,column782,column832,column918,column1017
column139203,column221217,column327935,column45963,column5477,column671,column723,column812,column918,column1017
column148897,column25353,column336791,column47202,column5907,column640,column729,column814,column911,column1027
column1716,column26001,column338559,column46629,column5253,column6442,column780,column826,column919,column1035
column130779,column247612,column311492,column45934,column5245,column614,column766,column80,column93,column1021
column146922,column246295,column332316,column49492,column5309,column6285,column71,column823,column918,column1015
column142714,column246508,column35887,column48162,column5591,column6344,column717,column843,column98,column1013
column12607,column244093,column32927,column4862,column5897,column6493,column774,column819,column940,column1017
column1266,column225440,column315989,column41576,column5114,column6388,column717,column89,column945,column1018
column144058,column213320,column35271,column41439,column5801,column6493,column723,column832,column936,column1036
column19570,column249870,column336895,column46267,column5786,column6314,column764,column823,column98,column1038
column148853,column213552,column325908,column49760,column5442,column60,column797,column86,column937,column1030
column1477,column227464,column319531,column45288,column5649,column6342,column749,column828,column96,column1041
column138288,column245926,column317129,column44929,column510,column6483,column70,column820,column90,column104
column132654,column232590,column349492,column42758,column536,column6225,column752,column832,column936,column108
column149114,column226795,column31757,column48752,column5736,column675,column785,column838,column913,column101
column136027,column21794,column312405,column4123,column5910,column6388,column763,column815,column941,column109
column120747,column228891,column345439,column45429,column540,column6398,column782,column830,column97,column1039
column124377,column224143,column310889,column45306,column589,column6218,column720,column845,column914,column1030
column136774,column210961,column349573,column41098,column5850,column616,column796,column830,column922,column1044
column143393,column244590,column320804,column41811,column5566,column6153,column728,column840,column935,column106
column136916,column221849,column342134,column47302,column5722,column6165,column781,column811,column932,column1047
column121692,column27796,column38371,column49339,column5994,column6454,column781,column840,column97,column1014
column141715,column220047,column348364,column47397,column5846,column6426,column794,column844,column943,column1029
column1950,column214994,column310728,column46487,column5744,column6468,column723,column840,column913,column106
column112364,column211699,column330223,column41289,column5799,column6256,column78,column838,column99,column1027
column12840,column26187,column310407,column49468,column5199,column6360,column715,column80,column943,column1038
column117772,column243129,column313622,column44352,column5525,column6170,column783,column835,column921,column1020
column111784,column238455,column313222,column48571,column57,column6356,column789,column80,column940,column1018
column142272,column240228,column332686,column48391,column5530,column6240,column768,column84,column911,column1038
column131942,column212772,column331211,column48210,column5471,column6399,column754,column847,column932,column1011
column131715,column214528,column331904,column46892,column5412,column6292,column716,column844,column916,column1047
column135525,column222931,column322683,column41495,column5536,column6390,column79,column819,column927,column1013
column115163,column24957,column325877,column43881,column5755,column697,column786,column89,column917,column1010
column137510,column229405,column329273,column47446,column5931,column6225,column790,column89,column912,column1024
column144703,column234303,column33307,column44100,column5191,column6388,column798,column85,column90,column100
column146982,column237396,column32986,column41350,column5615,column6300,column758,column827,column943,column1049
column131929,column231837,column31464,column45212,column5623,column6339,column768,column843,column930,column1042
column128549,column213899,column36111,column48214,column5797,column6240,column70,column841,column92,column1039
column131217,column213637,column39255,column42166,column5584,column6495,column716,column825,column91,column109
column115878,column247077,column338081,column46894,column5632,column6296,column750,column810,column926,column1033
column123043,column28632,column330941,column43348,column5201,column6177,column770,column821,column95,column1015
column127962,column229287,column39588,column41546,column5616,column6394,column714,column88,column931,column1024
column142177,column232013,column34685,column41366,column5605,column6160,column749,column818,column94,column1023
column122064,column248,column37290,column47095,column5852,column6391,column772,column810,column936,column1038
column113643,column28682,column38658,column45388,column5370,column6407,column799,column848,column921,column105
column15726,column25042,column34837,column42254,column5244,column660,column731,column84,column917,column1033
column122730,column249176,column345929,column41112,column5352,column6133,column757,column812,column910,column1027
column18438,column248144,column328605,column49897,column5395,column6476,column726,column844,column932,column101
column13238,column219909,column340842,column41035,column5108,column6210,column714,column824,column918,column1049
column16075,column230198,column339069,column46545,column5992,column6379,column769,column82,column94,column1037
column134990,column221901,column315138,column45882,column5127,column6111,column765,column83,column947,column1048
column147198,column219954,column324819,column43958,column5312,column6272,column750,column846,column932,column1024
column128177,column225461,column341765,column49634,column5141,column6466,column745,column811,column915,column1039
column138397,column211851,column313492,column49176,column5204,column6286,column77,column845,column939,column1032
column137655,column226102,column328183,column48292,column5540,column6393,column733,column88,column930,column101
column118679,column21160,column315061,column44225,column5205,column6327,column755,column89,column97,column1027
column15121,column237285,column33083,column498,column5151,column639,column78,column831,column931,column1030
column113670,column228051,column345118,column44431,column5619,column656,column728,column846,column942,column100
column110412,column217852,column344215,column49960,column579,column6246,column750,column81,column925,column1018
column149577,column228105,column319507,column45834,column5883,column6147,column777,column846,column98,column1037
column125963,column241899,column347189,column48635,column5116,column6381,column792,column838,column912,column1045
column117326,column226371,column347812,column44253,column5353,column6487,column76,column88,column928,column1045
column133308,column214093,column329037,column46516,column5656,column6265,column761,column86,column95,column106
column149034,column225288,column31056,column48808,column5654,column6398,column745,column823,column933,column1012
column146924,column213518,column343977,column47311,column5894,column6455,column776,column839,column938,column1047
column137639,column236142,column327360,column48291,column5687,column6187,column748,column823,column943,column1020
column19545,column220233,column345799,column41574,column5529,column655,column723,column816,column939,column1037
column116605,column23440,column348618,column45185,column5332,column6466,column762,column817,column929,column106
column146487,column215496,column327024,column43798,column5213,column6144,column770,column86,column936,column1034
column146798,column215151,column311137,column48018,column5168,column6249,column77,column811,column945,column1011
column113380,column243149,column326609,column44095,column5279,column6428,column70,column843,column936,column1021
column130518,column232825,column332312,column47945,column5616,column6380,column746,column84,column942,column1044
column146089,column223686,column340917,column4666,column5521,column673,column763,column840,column90,column1035
column132013,column236083,column334159,column46438,column5302,column612,column735,column838,column939,column1030
column149378,column246502,column329923,column49456,column5929,column698,column711,column811,column944,column107
column134888,column233641,column321837,column41284,column5495,column6377,column748,column84,column949,column1043
column123610,column243644,column33068,column47698,column539,column6230,column781,column85,column97,column1036
column147246,column230896,column321496,column46178,column5486,column6445,column734,column818,column940,column1011
column114376,column216007,column312323,column46001,column5576,column6455,column720,column810,column933,column1047
column141519,column224122,column326809,column42505,column5510,column6237,column777,column824,column933,column1022
column16883,column235541,column346796,column46283,column5161,column6139,column722,column88,column945,column1010
column13978,column225846,column346393,column49881,column5485,column655,column717,column840,column922,column1031
column147512,column29046,column312968,column47937,column5239,column6181,column785,column842,column911,column108
column17401,column239427,column349918,column48342,column5470,column6418,column761,column833,column96,column1011
column118118,column217768,column347914,column44786,column5694,column6119,column789,column815,column918,column108
column138784,column230961,column327240,column49974,column5925,column6317,column760,column819,column916,column1032
column130295,column224656,column341597,column42967,column5949,column6473,column727,column842,column911,column1011
column1382,column235318,column37167,column4122,column5382,column6113,column724,column837,column917,column1020
column127758,column236023,column322756,column4383,column5833,column6285,column777,column831,column943,column1016
column125313,column225912,column329598,column44153,column5529,column6109,column713,column836,column95,column104
column114122,column218189,column349934,column42919,column5389,column6214,column740,column838,column95,column1025
column143153,column210630,column324261,column44707,column5299,column6493,column774,column832,column934,column1043
column148564,column237313,column318759,column48252,column5941,column6416,column737,column835,column916,column1012
column132839,column210405,column3722,column42767,column5281,column675,column725,column88,column921,column1037
column118237,column234350,column32355,column4432,column5663,column6272,column791,column827,column91,column1024
column130959,column249875,column36267,column48709,column5933,column657,column775,column832,column99,column1013
column140075,column235671,column325278,column4531,column5101,column6437,column739,column827,column91,column102
column148886,column216497,column335457,column47580,column5561,column6234,column719,column845,column917,column1026
column144735,column217203,column332374,column48002,column5719,column6441,column716,column829,column935,column1037
column129941,column222852,column348905,column42979,column5873,column6405,column76,column834,column98,column1032
column131769,column29164,column343992,column48645,column5977,column679,column718,column88,column949,column102
column133627,column221131,column335721,column48520,column5140,column6372,column793,column80,column948,column1047
column135774,column25225,column334801,column49805,column5578,column699,column794,column81,column945,column1019
column138654,column233215,column328255,column48237,column5191,column6421,column736,column84,column930,column109
column139858,column231653,column335604,column43798,column55,column6215,column716,column843,column914,column104
column145665,column2613,column340340,column47347,column5329,column6396,column71,column819,column935,column1044
column1330,column21792,column33881,column44276,column5329,column677,column711,column829,column935,column1033
column129833,column22712,column315863,column42630,column5247,column632,column733,column848,column915,column1012
column131058,column222624,column36267,column42742,column5956,column6121,column798,column839,column97,column103
column134306,column246380,column343234,column49958,column5519,column6497,column741,column86,column933,column1048
column120601,column244395,column318673,column45920,column5831,column68,column742,column842,column98,column1037
column123945,column212051,column36925,column43360,column5309,column6487,column76,column838,column927,column1042
column15143,column231857,column337257,column44107,column591,column619,column762,column813,column934,column1011
column145338,column236754,column339616,column47640,column5683,column698,column788,column841,column948,column1036
column15110,column219393,column329821,column41058,column5644,column614,column756,column841,column92,column101
column18150,column29703,column347786,column49510,column5350,column6139,column798,column848,column95,column1012
column114089,column23495,column331386,column43338,column5632,column6341,column726,column817,column927,column103
column12568,column211113,column328773,column4793,column5306,column6212,column722,column88,column96,column1015
column145911,column236336,column36932,column43008,column5404,column6270,column737,column820,column97,column1023
column121744,column242130,column312555,column42550,column5358,column6442,column760,column84,column912,column1016
column15303,column224253,column337806,column49396,column5584,column6147,column726,column834,column95,column1022
column137342,column211454,column342762,column47759,column5221,column6429,column766,column845,column915,column1010
column125354,column23201,column34864,column45537,column5314,column6125,column787,column819,column94,column1023
column130820,column218851,column337664,column49514,column5856,column6334,column791,column825,column924,column1043
column135855,column2972,column327416,column47549,column555,column6488,column70,column839,column924,column1020
column148071,column229807,column349577,column44986,column5281,column6491,column775,column828,column946,column103
column123466,column241126,column315414,column45203,column5269,column6493,column746,column829,column96,column1035
column15864,column230744,column325745,column4114,column5753,column6144,column713,column835,column942,column1022
column131098,column240973,column321993,column41432,column5963,column6100,column785,column838,column98,column1040
column117832,column222250,column33342,column43830,column5111,column6107,column716,column89,column97,column1046
column149140,column218720,column335532,column41241,column5669,column672,column711,column849,column95,column1020
column19200,column29380,column33179,column45407,column5913,column6148,column769,column823,column944,column1034
column111778,column231869,column39235,column45550,column590,column640,column737,column839,column947,column104
column148703,column216964,column346027,column45213,column5543,column6412,column744,column837,column939,column1025
column122848,column28302,column339404,column47459,column5559,column6110,column718,column814,column947,column1017
column131363,column244300,column312632,column47214,column539,column6270,column735,column89,column926,column1035
column141136,column248106,column337005,column41821,column51,column6301,column780,column815,column924,column109
column117128,column211667,column329528,column49734,column5395,column638,column750,column822,column918,column104
column139567,column226335,column322036,column48357,column5155,column6317,column722,column812,column910,column1037
column128071,column239887,column337613,column49775,column5336,column6249,column787,column820,column913,column1017
column122070,column237770,column38930,column49181,column5942,column6459,column720,column816,column922,column1032
column118287,column236793,column324519,column41806,column5427,column6135,column722,column827,column916,column103
column139616,column245976,column345462,column49689,column5119,column6150,column787,column835,column920,column1019
column17464,column221104,column34092,column4401,column5139,column6476,column795,column83,column944,column100
column119798,column224554,column36598,column45070,column5141,column6433,column750,column826,column913,column1012
column134847,column232413,column327302,column49825,column530,column6388,column783,column841,column99,column1028
column142014,column222898,column316979,column46033,column576,column6364,column731,column836,column929,column1049
column135896,column235361,column320378,column4539,column5276,column617,column785,column87,column922,column1030
column135325,column228484,column344023,column49293,column5751,column6296,column776,column89,column920,column104
column148761,column215527,column336461,column46389,column5919,column6147,column766,column89,column911,column1031
column144106,column240026,column344159,column45908,column5366,column6275,column711,column84,column918,column1012
column15313,column210526,column332043,column41642,column5243,column6410,column720,column823,column945,column1039
column110768,column233786,column37675,column46165,column5177,column6244,column729,column842,column934,column1037
column18416,column221400,column31239,column41748,column5491,column6490,column744,column849,column98,column1036
column137264,column220012,column326177,column48346,column5666,column6167,column771,column82,column941,column1028
column134758,column227843,column37689,column42114,column5816,column6227,column730,column89,column97,column1022
column117409,column26638,column329116,column482,column5265,column6214,column725,column816,column946,column1049
column141089,column218948,column335229,column46804,column5637,column64,column795,column824,column924,column106
column131656,column235306,column36250,column47347,column5343,column6312,column797,column810,column932,column1045
column132119,column247354,column334580,column43859,column5254,column6139,column79,column819,column938,column1040
column12542,column248340,column337261,column45793,column5619,column6415,column785,column89,column920,column1026
column12033,column243101,column322606,column49780,column584,column6168,column774,column80,column949,column1025
column16236,column238885,column313151,column48801,column579,column6364,column743,column840,column928,column1034
column124755,column211861,column334739,column43258,column5297,column6383,column744,column829,column94,column1028
column146630,column220415,column313223,column48036,column5313,column6461,column755,column87,column910,column1043
column142510,column210365,column334011,column42965,column5851,column6190,column711,column85,column90,column107
column138961,column224127,column39108,column41046,column5287,column6403,column735,column823,column926,column1011
column116840,column233364,column349544,column41248,column521,column6137,column730,column815,column99,column1026
column138073,column216872,column316404,column42881,column5441,column6385,column774,column86,column916,column1029
column18631,column242224,column310942,column48610,column5938,column6126,column754,column81,column946,column1041
column140852,column239191,column316887,column42775,column5458,column6247,column783,column848,column935,column1044
column13542,column220804,column349138,column46931,column5100,column6375,column733,column843,column917,column105
column142123,column240046,column329191,column42042,column5192,column6338,column772,column812,column943,column1027
column15128,column221115,column337355,column49726,column514,column64,column764,column84,column90,column1015
column120210,column221491,column348247,column43072,column5396,column619,column72,column820,column933,column1034
column132737,column225973,column317292,column42111,column5924,column6398,column770,column823,column91,column1028
column119044,column27095,column37718,column46375,column5916,column694,column726,column814,column932,column1028
column144397,column227613,column347343,column49849,column582,column677,column773,column847,column946,column1014
column1340,column26588,column323951,column43794,column5946,column6222,column733,column843,column97,column1011
column124373,column234277,column349107,column42153,column5163,column6126,column789,column88,column911,column108
column115335,column248756,column33030,column4703,column5456,column6187,column762,column833,column943,column1022
column126759,column26272,column31317,column47758,column5455,column673,column728,column828,column95,column1048
column139749,column218883,column343762,column4711,column5455,column6190,column753,column846,column941,column1020
column16916,column222526,column338405,column44968,column5503,column6336,column713,column842,column931,column1022
column111597,column22146,column336433,column45238,column5760,column6388,column781,column842,column91,column1039
column15869,column21596,column338679,column43324,column5216,column6338,column750,column812,column928,column1010
column12065,column240193,column320180,column4966,column5624,column6269,column72,column80,column947,column104
column126507,column235321,column3996,column49968,column5246,column67,column756,column845,column921,column101
column136045,column220269,column36838,column43392,column5500,column6161,column783,column817,column946,column103
column119274,column243577,column33218,column43647,column5763,column670,column739,column847,column923,column1027
column139531,column224877,column327075,column48402,column5985,column6177,column786,column840,column925,column100
column139683,column213166,column345641,column44108,column5215,column6358,column766,column81,column928,column107
column18619,column246479,column36078,column49188,column5602,column6297,column754,column826,column98,column104
column16532,column222398,column348690,column48523,column5780,column6138,column75,column817,column90,column1020
column13259,column236390,column36641,column46157,column5545,column664,column784,column810,column910,column1022
column125379,column243050,column327766,column45144,column5444,column6391,column719,column825,column95,column1041
column147802,column224070,column328678,column44396,column5268,column6140,column758,column80,column948,column1031
column124909,column243691,column315340,column46980,column5308,column6297,column793,column811,column916,column1045
column111171,column245328,column336079,column46314,column5960,column6340,column762,column86,column97,column1016
column141826,column227994,column327348,column46824,column5805,column696,column718,column821,column927,column1013
column120191,column242948,column344158,column41336,column5632,column6470,column732,column83,column946,column1021
column144130,column26559,column330619,column43868,column5505,column644,column716,column810,column922,column1030
column113773,column215788,column347991,column47135,column526,column6350,column738,column825,column92,column107
column110554,column234602,column341771,column41816,column5377,column6110,column767,column816,column940,column1030
column121508,column234640,column317645,column49426,column5934,column659,column74,column849,column99,column1024
column133937,column218551,column348737,column44378,column5211,column6187,column763,column811,column911,column1036
column112387,column28335,column34838,column46457,column5171,column6124,column756,column845,column98,column104
column19784,column249013,column333712,column43120,column551,column6434,column75,column820,column925,column1047
column132469,column223353,column334830,column47660,column544,column6244,column758,column818,column928,column1048
column113559,column226180,column33583,column43059,column5243,column6450,column791,column833,column913,column1027
column17594,column211076,column35668,column41530,column5249,column653,column735,column814,column911,column1024
column16496,column220680,column344120,column46180,column5855,column629,column767,column810,column932,column1041
column138106,column238171,column314891,column49525,column5621,column6371,column733,column83,column93,column104
column126759,column215911,column36497,column48776,column5367,column6422,column772,column833,column935,column1025
column136619,column215854,column315986,column42525,column5961,column6449,column723,column812,column90,column109
column18494,column249975,column311771,column46326,column5768,column6466,column766,column844,column937,column108
column148641,column24682,column326580,column44555,column5849,column6487,column797,column89,column922,column1011
column11463,column249004,column339072,column43932,column5862,column695,column753,column830,column948,column104
column142783,column224950,column327262,column48554,column5602,column6227,column726,column845,column945,column1022
column148359,column23307,column337492,column41224,column5215,column6131,column753,column820,column933,column1029
column112728,column230523,column36796,column48075,column5806,column6298,column714,column842,column93,column105
column142101,column230065,column337019,column41440,column5717,column6344,column798,column836,column91,column1026
column117127,column249795,column37990,column42437,column5294,column6391,column735,column845,column942,column1023
column12190,column229559,column345541,column418,column5330,column6348,column772,column86,column97,column1017
column141428,column222467,column36273,column42116,column5724,column6281,column734,column830,column925,column103
column131878,column29009,column341328,column41709,column5443,column6149,column774,column830,column95,column1031
column127046,column215351,column316231,column42465,column5903,column6200,column722,column830,column92,column1043
column127138,column241350,column338887,column44924,column56,column6442,column785,column835,column92,column1020
column127041,column226070,column31510,column42041,column5870,column6178,column733,column816,column945,column1024
column117327,column235169,column31475,column44158,column5608,column6370,column792,column845,column93,column1032
column148187,column235973,column347600,column42018,column5822,column6107,column767,column830,column944,column1037
column138468,column249652,column345086,column47609,column5634,column6104,column70,column844,column948,column1024
column18887,column224673,column39390,column42629,column519,column693,column765,column820,column919,column1044
column135741,column212533,column340721,column42823,column5388,column6136,column784,column82,column91,column1016
column113358,column222577,column332872,column45232,column5222,column6466,column727,column85,column946,column1023
column134423,column238501,column36987,column44352,column5779,column698,column735,column832,column929,column104
column142517,column220404,column3151,column41032,column5900,column657,column776,column81,column912,column1045
column130350,column22352,column344207,column4821,column5567,column665,column76,column821,column947,column1020
column125078,column24672,column34585,column46695,column5952,column6141,column741,column833,column921,column103
column16496,column212277,column328124,column43799,column569,column672,column791,column843,column924,column1019
column125676,column221223,column38145,column4800,column5209,column6177,column754,column841,column96,column1043
column148834,column22599,column311867,column45428,column5109,column637,column788,column835,column925,column1022
column11781,column218591,column325831,column44396,column5511,column6199,column779,column835,column918,column104
column18413,column211196,column315246,column42463,column5509,column6295,column723,column825,column93,column1014
column146187,column224637,column328826,column41331,column513,column671,column716,column847,column915,column1018
column149436,column218305,column318484,column49687,column5219,column6128,column790,column813,column99,column1040
column130945,column249327,column322033,column43130,column5819,column6397,column740,column827,column918,column1022
column137154,column2333,column313490,column43911,column5248,column6485,column723,column834,column947,column1043
column113698,column218486,column346631,column41848,column516,column681,column751,column819,column921,column103
column11379,column2621,column341974,column43623,column5523,column6419,column784,column839,column945,column1042
column18144,column246461,column328627,column42137,column551,column6199,column786,column85,column943,column102
column114238,column249116,column31198,column44317,column5366,column6365,column788,column846,column94,column104
column129797,column248942,column334288,column49462,column5810,column6101,column783,column80,column937,column105
column16886,column224864,column324653,column4875,column5647,column6319,column723,column826,column932,column1036
column125839,column222560,column333701,column4512,column5827,column636,column717,column810,column90,column1041
column144636,column228667,column344762,column41368,column581,column6247,column77,column812,column96,column1020
column123967,column25699,column327833,column42772,column5524,column6448,column796,column88,column93,column1010
column145596,column243130,column332475,column41409,column5118,column6137,column78,column843,column920,column108
column111087,column221532,column346132,column41026,column5341,column6381,column72,column85,column944,column1028
column118182,column233055,column315786,column4923,column5612,column6158,column747,column817,column96,column108
column140896,column214580,column347849,column44512,column5363,column650,column742,column813,column931,column107
column18088,column28435,column345284,column45046,column564,column6480,column770,column842,column99,column109
column138477,column246819,column37067,column45348,column5116,column681,column718,column823,column90,column1040
column14803,column247075,column330300,column470,column5522,column653,column753,column844,column912,column1041
column144821,column2260,column38969,column44907,column5790,column60,column71,column844,column98,column1013
column120971,column212519,column327094,column43816,column5816,column6278,column77,column87,column927,column1015
column148316,column243227,column319438,column45518,column5124,column640,column727,column810,column936,column1034
column111697,column248969,column340967,column4671,column5733,column6304,column779,column836,column99,column104
column114115,column231502,column335787,column45745,column5607,column6434,column775,column86,column919,column1031
column128356,column221115,column339319,column43413,column5453,column6169,column763,column828,column911,column108
column12880,column211931,column323458,column48832,column5406,column6122,column769,column830,column926,column106
column140814,column233960,column312740,column49209,column5623,column6100,column777,column832,column911,column1043
column143679,column240611,column31347,column45686,column5950,column6184,column770,column826,column923,column1012
column133618,column242250,column325318,column43151,column5396,column6187,column765,column828,column943,column1029
column143098,column220830,column33884,column43836,column5111,column644,column787,column837,column911,column108
column149536,column248551,column313032,column42126,column5496,column6410,column740,column827,column949,column103
column146109,column215870,column318214,column42364,column5145,column6208,column792,column845,column93,column1023
column143067,column28625,column340580,column47502,column5854,column6152,column734,column839,column920,column1021
column16523,column213434,column36725,column44913,column547,column618,column75,column838,column917,column103
column123349,column230388,column346863,column48766,column5740,column6244,column736,column831,column912,column1048
column141331,column239817,column349582,column44226,column5576,column695,column722,column836,column921,column1043
column15077,column224644,column313371,column4226,column5658,column6424,column776,column86,column94,column1034
column139431,column23435,column315446,column45480,column5663,column628,column719,column85,column938,column1010
column132836,column247633,column322069,column44596,column5536,column6343,column774,column823,column933,column1027
column122472,column230408,column348200,column47382,column5620,column638,column745,column89,column91,column1017
column15665,column233851,column31420,column48452,column5695,column6410,column716,column846,column939,column1027
column128296,column29033,column342374,column47703,column5211,column623,column719,column820,column943,column1048
column140098,column249771,column326221,column42689,column517,column6453,column755,column83,column942,column102
column128351,column238227,column33099,column41162,column5176,column6127,column73,column845,column916,column1026
column146919,column214716,column311687,column45672,column5887,column6171,column740,column87,column934,column1012
