column129534,column232497,column343318,3339,column5189,column6487,column765,column82,column930,column1019,903,379,637,974
column15618,column213397,column342293,1580,column5937,column6456,column734,column814,column925,column1017,799,318,779,779
column144275,column212468,column339803,7640,column5464,column642,column780,column87,column92,column1046,260,949,986,667
column135737,column210070,column39073,1073,column566,column6189,column782,column845,column937,column101,431,246,907,350
column121180,column244833,column323467,4251,column5506,column6361,column746,column846,column931,column1029,176,279,996,254
column135456,column230921,column38682,3038,column5834,column6207,column720,column826,column941,column1023,27,528,69,405
column17984,column232080,column340034,3762,column5744,column6150,column718,column842,column916,column1027,783,291,291,906
column119272,column249318,column39935,2341,column5212,column6114,column77,column88,column99,column1020,109,982,722,757
column130403,column242657,column36800,7098,column5310,column633,column778,column819,column98,column1045,900,717,823,1045
column147466,column221724,column317353,5944,column5829,column6392,column727,column831,column927,column100,458,425,214,299
column114325,column224171,column332033,8282,column5445,column6291,column767,column821,column932,column107,799,939,644,1021
column136957,column225255,column318353,8391,column5603,column6401,column797,column820,column928,column1010,153,598,1000,228
column126986,column210109,column345818,8889,column5223,column6405,column795,column846,column911,column1030,862,872,257,882
column132183,column229478,column328017,5260,column5262,column6442,column721,column841,column930,column1038,427,382,566,68
column132489,column235552,column341033,2408,column5890,column639,column719,column824,column90,column1026,143,968,343,241
column142807,column222537,column325795,3551,column5895,column6413,column77,column88,column936,column1016,355,483,151,955
column144088,column231466,column349977,3731,column5723,column6179,column727,column88,column96,column1021,97,411,138,800
column16461,column218882,column341506,5008,column5648,column6302,column76,column80,column946,column1027,512,197,587,779
column118611,column248597,column333681,6201,column5699,column6110,column756,column833,column98,column1049,809,991,827,283
column123227,column24205,column318085,8014,column5984,column6494,column725,column841,column923,column106,562,40,945,399
column147572,column222444,column327529,3627,column58,column6471,column710,column835,column913,column1016,707,384,536,1033
column124907,column2770,column334483,1198,column5720,column6280,column794,column80,column921,column107,357,840,601,319
column132613,column229072,column323194,1275,column5545,column6127,column791,column820,column941,column1035,567,352,851,516
column128077,column21873,column340847,3644,column5481,column619,column746,column828,column947,column1020,213,321,230,291
column119259,column211649,column348773,1281,column5794,column6453,column786,column845,column927,column1044,682,762,140,623
column18399,column232761,column338610,5032,column5443,column635,column784,column825,column920,column107,163,366,14,246
column111462,column240387,column37344,5217,column5405,column628,column712,column816,column97,column1032,192,533,22,1039
column120094,column24890,column322674,9951,column5262,column621,column738,column820,column920,column1039,124,148,928,304
column17377,column243998,column32150,8608,column5243,column6144,column765,column814,column947,column1031,794,760,971,562
column132149,column219974,column340073,5240,column5397,column6296,column782,column831,column97,column100,356,651,475,487
column117870,column26565,column3972,9299,column5892,column6229,column760,column87,column910,column104,531,230,71,808
column148963,column215600,column319799,8605,column5403,column6424,column776,column825,column917,column1013,974,251,327,332
column114638,column243732,column36889,2599,column5930,column6454,column745,column832,column934,column1049,192,769,621,676
column115708,column236288,column344169,2374,column5599,column6179,column740,column843,column933,column1020,976,232,580,887
column135354,column211358,column334198,5974,column5152,column664,column790,column823,column944,column1039,506,422,939,579
column19822,column248051,column32422,7305,column550,column6153,column725,column84,column938,column1013,300,238,41,481
column137018,column245022,column313422,8257,column5498,column6232,column755,column828,column933,column1015,485,623,797,1029
column143670,column27021,column35382,9667,column5268,column6250,column711,column819,column945,column1040,270,21,936,76
column18975,column241215,column321848,5763,column5271,column6328,column727,column819,column95,column1043,150,333,171,1022
column110139,column225275,column315221,2841,column596,column656,column743,column837,column93,column103,394,918,801,604
column11363,column218569,column313820,1284,column5978,column614,column753,column813,column936,column1032,586,602,165,627
column139853,column241277,column337423,9281,column516,column6294,column770,column821,column916,column109,519,723,379,573
column123403,column219340,column334414,8407,column5420,column660,column775,column848,column939,column1024,931,1003,277,76
column126616,column242445,column35851,9304,column5269,column6241,column777,column849,column92,column105,854,357,600,1038
column111338,column241888,column37139,179,column5909,column6377,column771,column817,column937,column1010,869,474,998,65
column111629,column230451,column336648,293,column5422,column6175,column747,column830,column98,column1017,853,742,401,922
column110103,column230295,column315578,3927,column5364,column6280,column737,column837,column937,column1016,841,246,243,591
column130321,column222249,column39552,2984,column5727,column6343,column732,column817,column911,column1024,305,656,937,815
column138526,column230067,column332073,5344,column5640,column6332,column717,column810,column932,column1042,278,103,769,435
column141057,column247267,column321910,437,column5628,column6220,column796,column820,column925,column1040,993,952,726,744
column143080,column27675,column326004,4013,column591,column6101,column735,column842,column93,column1034,94,864,568,354
column138168,column243936,column36243,8271,column5930,column6348,column723,column828,column949,column1044,738,206,86,534
column118577,column243748,column311414,3458,column5665,column649,column724,column829,column944,column1016,136,576,917,740
column130205,column24230,column32630,3036,column5213,column6370,column778,column84,column920,column1042,753,953,737,293
column147637,column238449,column347006,2211,column577,column6114,column788,column834,column945,column1045,787,633,770,752
column137198,column219507,column36359,8466,column5158,column6417,column720,column839,column924,column1027,730,322,225,925
column142023,column219823,column343307,6238,column5791,column697,column710,column831,column944,column1042,887,823,949,740
column16678,column230907,column338410,9517,column5827,column6451,column744,column822,column914,column101,144,209,39,241
column16723,column220642,column39829,1403,column5504,column6155,column783,column824,column98,column101,345,580,993,171
column118912,column216247,column310427,335,column5284,column6485,column72,column834,column948,column100,290,428,685,89
column144476,column246483,column3269,101,column5124,column6415,column792,column84,column940,column106,330,198,229,281
column128105,column24889,column314129,7172,column538,column6186,column733,column812,column92,column108,327,864,51,261
column145692,column248873,column317171,1992,column5726,column675,column753,column840,column945,column1025,95,856,346,525
column132737,column244565,column39637,6820,column5646,column652,column748,column825,column916,column1032,184,751,746,920
column121397,column23872,column37552,7578,column5278,column6195,column787,column813,column95,column1048,461,216,65,176
column125727,column231903,column331986,5607,column554,column6309,column723,column810,column922,column1039,233,276,115,582
column18559,column243412,column317394,5245,column5201,column6407,column711,column826,column935,column107,700,853,536,276
column112656,column225070,column346394,7181,column5811,column6167,column748,column814,column926,column1029,393,875,751,51
column130654,column29151,column339118,8366,column5277,column625,column726,column82,column939,column1037,735,222,386,664
column19643,column23436,column317557,2683,column5609,column6130,column768,column822,column919,column103,669,522,766,273
column134113,column23719,column335195,4848,column5263,column6468,column713,column841,column920,column1017,235,313,264,1022
column113606,column236315,column337068,8170,column5515,column6386,column797,column82,column927,column1046,88,794,513,1043
column141491,column249272,column345415,3914,column5112,column6426,column792,column818,column95,column1022,690,132,102,948
column127484,column219578,column314990,579,column5705,column6256,column763,column821,column942,column1036,572,177,385,891
column121456,column214893,column3412,6619,column5381,column6299,column739,column831,column916,column1044,456,671,87,290
column119838,column26466,column31761,4639,column5725,column6307,column754,column81,column934,column1044,452,120,450,383
column112363,column237253,column344546,2904,column5496,column6291,column742,column820,column91,column1028,868,584,203,955
column114726,column23092,column340534,5508,column5109,column6411,column793,column840,column930,column106,234,255,585,224
column17959,column238749,column324200,2719,column5136,column6399,column787,column87,column918,column1018,597,706,306,734
column112897,column211668,column312332,7958,column5899,column6242,column716,column823,column932,column1026,984,819,773,139
column149918,column245377,column324593,9759,column5926,column6182,column792,column814,column920,column105,569,926,960,134
column128887,column216729,column31256,4004,column5786,column6227,column770,column837,column911,column1037,730,343,706,113
column142894,column246805,column314377,2468,column5870,column6100,column779,column823,column913,column1020,353,643,626,938
column110781,column242468,column325898,7967,column5750,column6322,column74,column81,column933,column1040,156,218,814,205
column147191,column235451,column329154,3657,column5160,column6319,column729,column827,column942,column1013,603,715,487,597
column12617,column227545,column336725,1248,column5886,column62,column758,column82,column98,column1037,586,90,902,187
column117961,column23573,column35552,6802,column5827,column664,column75,column826,column921,column100,710,133,234,145
column138689,column219202,column343994,3111,column5812,column6116,column774,column833,column934,column1034,713,970,478,513
column139524,column220925,column36130,3906,column5326,column6426,column748,column828,column949,column1032,679,596,915,502
column133891,column244060,column320341,8972,column5754,column6284,column796,column828,column924,column1022,934,322,650,402
column141297,column247738,column324797,4005,column5904,column6214,column788,column80,column920,column1022,341,185,734,695
column134376,column212550,column314554,3910,column5314,column6489,column782,column822,column97,column1031,826,588,356,1045
column145674,column216996,column38189,7423,column53,column6218,column73,column820,column910,column1027,389,609,874,667
column140396,column240130,column331547,9126,column5657,column6201,column774,column839,column928,column1022,24,102,274,277
column129712,column29845,column342170,5473,column5501,column632,column779,column813,column90,column1046,728,899,890,995
column117983,column24440,column311803,9938,column5975,column6487,column74,column824,column98,column1043,726,90,912,294
column120422,column211899,column324224,2617,column5727,column6389,column767,column828,column936,column1025,764,564,631,86
column1957,column221749,column3515,2068,column5249,column6318,column728,column837,column96,column1049,309,479,901,490
column146134,column29175,column338449,6610,column5143,column6354,column766,column89,column98,column1036,228,144,636,650
column114933,column235835,column346944,6482,column5608,column689,column771,column813,column911,column1036,18,600,296,817
column17774,column216136,column338512,6821,column5673,column6357,column767,column836,column947,column1038,127,448,311,868
column16241,column238842,column320154,3483,column5620,column6364,column759,column81,column933,column1015,818,714,875,410
column114776,column230364,column343391,9886,column5781,column6450,column717,column843,column925,column1033,569,235,407,901
column135838,column217274,column314664,4221,column5905,column6284,column74,column829,column939,column1047,26,895,757,758
column133990,column210163,column327203,5425,column5370,column6217,column726,column821,column930,column1023,728,1016,133,788
column135085,column222487,column344714,3601,column5731,column634,column775,column84,column932,column1037,741,630,730,719
column125624,column234626,column320608,3705,column5684,column6335,column734,column849,column911,column1043,376,418,868,393
column125955,column219562,column33766,1552,column5982,column639,column790,column811,column916,column1044,864,148,512,438
column128159,column21119,column317483,6957,column5805,column6136,column76,column846,column920,column1019,360,78,636,283
column144598,column243086,column345521,730,column5608,column6190,column717,column846,column948,column1014,984,1005,336,642
column111951,column236580,column343081,148,column5539,column620,column730,column826,column913,column1042,784,545,399,121
column116106,column242976,column319545,9166,column5295,column6105,column778,column834,column914,column1041,117,400,838,245
column133241,column249670,column325763,7139,column5130,column6314,column791,column815,column918,column1028,680,852,673,421
column147267,column219511,column326093,2351,column5399,column6143,column719,column836,column920,column1018,345,359,603,570
column131991,column223527,column337108,5908,column5561,column6257,column77,column819,column910,column1027,100,123,700,618
column116686,column228780,column329341,9985,column5801,column6395,column755,column840,column921,column1010,613,416,531,674
column128857,column244021,column33538,3652,column5402,column6260,column781,column844,column910,column103,695,930,651,545
column124352,column230380,column316518,1374,column5673,column6474,column754,column829,column948,column1041,973,785,580,111
column114886,column246928,column335494,7194,column5642,column6270,column773,column827,column930,column1044,84,473,925,243
column16939,column221586,column334589,3375,column571,column6460,column768,column848,column924,column108,328,1005,931,124
column148070,column215505,column31021,9681,column5484,column683,column724,column835,column920,column1014,544,884,584,417
column130187,column245198,column347992,2266,column5692,column6343,column745,column815,column942,column107,642,629,187,388
column17332,column27679,column319165,2164,column588,column681,column751,column811,column921,column1041,791,673,305,894
column117976,column247113,column38930,297,column5556,column694,column794,column823,column924,column1020,714,926,739,831
column141966,column217236,column326089,5458,column5966,column6138,column734,column842,column933,column106,222,911,581,285
column126479,column232230,column33243,6594,column5354,column6416,column743,column83,column917,column1013,860,891,307,490
column18333,column221981,column335333,4640,column5877,column6138,column753,column849,column935,column1034,370,315,554,199
column115297,column245757,column346397,8397,column5531,column6408,column745,column814,column910,column1030,91,577,237,260
column146949,column28,column346334,455,column5680,column6165,column77,column818,column931,column106,383,1017,921,123
column117163,column232629,column337857,4511,column5395,column6354,column787,column89,column941,column1040,839,21,582,401
column115538,column22062,column37978,7384,column5407,column638,column781,column840,column917,column107,736,26,18,289
column19007,column223487,column330461,1387,column5693,column6229,column796,column832,column934,column1010,602,913,194,830
column142925,column24463,column310647,9705,column510,column6118,column752,column825,column944,column1027,707,946,543,173
column131519,column21804,column338635,199,column5570,column6239,column757,column839,column93,column1018,547,777,339,1017
column133018,column221650,column335367,8799,column5813,column6148,column775,column835,column930,column1023,917,782,843,327
column125335,column28060,column322830,292,column5150,column6189,column753,column836,column911,column108,893,936,154,137
column125713,column218124,column349221,9388,column5301,column6250,column716,column815,column90,column1031,872,35,446,824
column128370,column220248,column36488,464,column5514,column6240,column762,column836,column95,column1011,94,391,931,711
column140614,column24750,column31341,582,column5206,column6301,column754,column817,column926,column1019,832,210,922,1046
column137436,column214410,column329422,4958,column5525,column6389,column711,column818,column93,column1035,692,494,56,173
column144395,column236690,column38547,1060,column5551,column613,column713,column825,column93,column106,476,297,646,108
column139314,column213413,column323595,7278,column5203,column6338,column720,column818,column928,column1016,755,450,908,148
column125603,column228641,column323951,8875,column5553,column6136,column724,column811,column94,column1024,965,487,847,196
column128817,column28959,column345181,644,column5790,column6497,column754,column812,column90,column1039,228,202,633,768
column132470,column216376,column35397,528,column5392,column6447,column783,column829,column919,column1025,37,669,641,868
column142249,column243795,column3696,4060,column5981,column6248,column740,column811,column920,column1035,640,788,629,735
column114520,column26662,column347530,4622,column5934,column6389,column749,column812,column923,column1041,669,180,788,588
column139199,column24092,column329889,8234,column5846,column6343,column714,column836,column90,column1034,535,941,515,913
column134621,column243317,column340378,423,column5345,column694,column79,column844,column922,column1033,904,483,916,444
column11416,column213894,column343772,553,column5431,column6401,column793,column827,column939,column100,365,441,152,139
column12830,column214982,column329282,9489,column5739,column6298,column733,column818,column937,column1026,355,616,799,874
column140719,column226503,column347794,5647,column5490,column6463,column768,column88,column919,column1042,72,30,913,888
column16866,column216589,column311408,5310,column5285,column6325,column729,column825,column933,column1027,12,821,777,250
column142787,column249415,column331062,9434,column5621,column637,column710,column839,column943,column1046,800,357,605,979
column138160,column249399,column312760,5228,column5971,column6287,column792,column848,column946,column1014,787,494,414,589
column110213,column212374,column341384,4315,column5661,column6387,column754,column833,column95,column1024,124,207,700,52
column116075,column244968,column348758,5219,column5336,column6464,column785,column80,column936,column1040,50,356,378,219
column129016,column22648,column36373,8366,column5564,column6411,column76,column827,column945,column1035,238,914,715,705
column118024,column212660,column314903,1627,column5178,column6316,column756,column812,column913,column1020,688,636,326,638
column13834,column247271,column331120,7175,column5524,column6420,column766,column835,column932,column1044,684,111,966,93
column121895,column241387,column346812,105,column5260,column6447,column737,column82,column93,column1037,596,459,52,483
column19566,column218277,column346559,719,column598,column6333,column767,column839,column915,column1049,700,522,737,494
column127337,column216154,column349678,9860,column5203,column6343,column754,column86,column918,column1040,130,368,992,1044
column136436,column24077,column335797,2396,column5103,column6118,column721,column842,column94,column1048,239,601,344,775
column110623,column237270,column342007,9984,column582,column6437,column774,column88,column933,column1012,527,135,790,311
column128710,column219734,column349306,3987,column5551,column6284,column744,column828,column912,column1032,419,715,67,740
column144251,column23117,column323176,4344,column5338,column6332,column710,column819,column924,column1040,283,646,353,849
column118276,column225140,column339697,3204,column5734,column6374,column783,column813,column920,column1018,357,834,756,744
column140455,column216937,column330594,8656,column5109,column6277,column798,column816,column941,column1015,478,751,740,971
column147520,column223953,column321947,1954,column5442,column617,column727,column824,column910,column1028,410,1000,384,471
column129936,column221029,column312599,4806,column5653,column6445,column741,column84,column912,column1030,437,883,12,660
column138747,column224517,column31343,5805,column5949,column6418,column795,column83,column937,column109,542,448,52,464
column11859,column219460,column311358,9938,column5770,column696,column738,column87,column921,column1038,844,660,212,659
column138557,column225964,column315354,9762,column5866,column6357,column711,column849,column91,column1032,877,972,224,89
column145829,column229528,column335071,2230,column5669,column6105,column784,column84,column915,column1048,986,55,70,571
column142906,column241190,column35515,5404,column5862,column6490,column737,column849,column936,column1036,96,349,849,1023
column138518,column234825,column338185,7355,column5244,column622,column756,column85,column91,column1028,926,348,300,608
column144684,column22880,column349710,7359,column5770,column6118,column768,column839,column944,column1018,676,385,435,173
column139909,column227285,column324334,2601,column5170,column6412,column748,column846,column98,column1025,399,339,965,557
column15573,column236857,column331609,8350,column5577,column6494,column735,column83,column934,column1025,416,243,160,430
column135158,column28208,column312076,9526,column5980,column624,column755,column846,column941,column100,218,674,990,994
column132276,column211449,column38474,9126,column5695,column6164,column753,column844,column96,column1030,670,599,477,924
column17223,column233850,column343881,5594,column5557,column6178,column752,column810,column941,column101,997,663,998,690
column14322,column229444,column324479,7481,column5363,column655,column724,column835,column937,column1011,87,290,23,1011
column113980,column238887,column321119,2029,column5397,column6239,column756,column837,column940,column1013,432,154,546,196
column133421,column249242,column341907,1808,column5825,column6432,column744,column85,column939,column1047,364,824,749,123
column123368,column235587,column33682,673,column5503,column6185,column759,column849,column949,column1022,109,454,426,512
column139572,column231232,column318800,2481,column5497,column6412,column798,column821,column921,column1033,118,996,493,879
column126263,column22676,column319287,2100,column5189,column6226,column769,column832,column933,column1021,356,179,934,577
column147147,column23533,column349165,9612,column5763,column6327,column761,column81,column916,column1010,706,647,749,342
column11187,column240864,column314406,9828,column5638,column6119,column743,column80,column932,column1021,832,521,572,731
column112687,column241275,column319350,7574,column587,column6319,column776,column833,column942,column1021,701,353,295,452
column112032,column247336,column323728,1026,column5448,column6338,column773,column825,column926,column1023,925,93,716,64
column145848,column246952,column35873,245,column5929,column6410,column71,column843,column913,column109,856,1009,268,1045
column121965,column215745,column321282,5386,column5473,column613,column77,column840,column941,column107,408,284,745,295
column129383,column22121,column344507,4571,column5633,column6308,column779,column812,column947,column1030,700,46,814,384
column14120,column215554,column3997,6492,column571,column614,column734,column85,column932,column1013,534,460,360,678
column128972,column23051,column348429,451,column5942,column6318,column713,column849,column925,column1036,295,733,998,364
column122957,column240272,column3214,5678,column5232,column6237,column76,column848,column948,column101,375,713,637,957
column15562,column221895,column336,5457,column5412,column6302,column758,column88,column97,column1017,293,313,422,1039
column128461,column249437,column3876,7920,column5469,column6363,column739,column843,column95,column1035,966,1009,197,393
column131275,column220598,column327512,1853,column5815,column6339,column734,column837,column920,column1030,574,541,669,561
column128504,column246124,column34290,5292,column5614,column6490,column724,column816,column932,column1021,282,247,534,960
column15430,column213728,column324907,4898,column5122,column636,column740,column829,column917,column1018,720,463,434,565
column143740,column232135,column33775,123,column5930,column6322,column71,column842,column921,column104,229,811,459,837
column135852,column243256,column38384,5788,column5888,column6407,column736,column81,column911,column1019,204,158,89,111
column111,column21981,column346493,315,column5331,column6222,column791,column824,column944,column1030,73,502,55,283
column141944,column246040,column38583,698,column5825,column6448,column794,column84,column919,column1018,926,599,195,1000
column119808,column234319,column322773,7335,column5465,column6466,column798,column825,column934,column1019,381,943,967,325
column114882,column231121,column336226,3386,column5952,column6216,column760,column820,column913,column1017,32,931,795,207
column14897,column216121,column33044,759,column5210,column6114,column751,column838,column915,column1014,653,226,883,713
column111794,column226214,column349930,1984,column5271,column6284,column795,column80,column96,column1015,754,863,280,635
column1680,column210041,column333071,7573,column5492,column645,column79,column823,column933,column1013,418,393,214,487
column121129,column244633,column321765,3817,column559,column6494,column757,column841,column921,column104,597,357,687,1014
column136069,column245362,column323823,8138,column5689,column6470,column718,column85,column91,column1043,911,410,52,976
column145896,column229518,column333927,562,column5957,column6429,column723,column811,column941,column100,161,44,526,823
column142263,column210114,column334606,8066,column5823,column6258,column797,column86,column924,column101,312,454,359,300
column143534,column233002,column319524,5857,column5900,column6109,column798,column846,column930,column1041,529,912,255,657
column19121,column210057,column330127,9126,column5743,column6347,column728,column826,column940,column1011,201,396,135,626
column11800,column214892,column322014,8542,column5276,column629,column773,column817,column934,column1031,586,487,72,493
column123221,column237675,column340913,4761,column5690,column6465,column768,column814,column921,column1041,505,816,885,274
column113291,column238008,column342022,5537,column5661,column6435,column726,column813,column918,column109,588,703,173,909
column118580,column246291,column314932,7457,column5272,column6458,column774,column842,column915,column1017,403,527,326,98
column110515,column232253,column34773,7645,column5480,column680,column717,column831,column97,column1023,337,802,651,503
column136515,column232036,column335084,6630,column556,column686,column772,column826,column942,column1014,607,525,213,680
column16222,column225762,column39420,3303,column521,column6159,column796,column816,column926,column1016,718,872,753,219
column18019,column235158,column342955,2014,column5395,column664,column782,column828,column918,column1042,269,700,858,848
column144204,column224583,column316276,9561,column5655,column679,column76,column829,column940,column1039,821,811,736,1028
column133660,column228470,column326021,8946,column5492,column662,column755,column88,column929,column1035,668,524,866,878
column113397,column234048,column346374,6394,column5884,column661,column797,column843,column923,column1043,953,793,536,424
column134886,column227793,column312677,7540,column5468,column6444,column755,column820,column931,column1028,148,625,274,369
column112428,column246009,column317261,2912,column5838,column626,column754,column835,column95,column1016,329,135,700,450
column135158,column219884,column344616,48,column5139,column6292,column788,column841,column97,column1013,315,964,323,239
column149576,column231259,column317410,6820,column5198,column6120,column75,column825,column943,column1010,566,689,989,283
column147891,column238710,column318,5869,column5534,column6406,column70,column814,column929,column1011,739,291,404,510
column18160,column233389,column318567,9249,column5521,column6301,column750,column83,column945,column1020,768,1000,765,613
column16776,column210175,column332875,7298,column5540,column6188,column786,column848,column931,column102,122,835,190,668
column19106,column236396,column338114,9950,column5689,column659,column737,column838,column921,column1012,171,788,617,984
column142168,column226708,column336028,2749,column5736,column6324,column768,column81,column919,column1022,782,880,39,838
column113392,column226026,column34070,8131,column569,column6350,column721,column825,column947,column1029,529,417,826,582
column121974,column214989,column348555,5081,column5284,column6241,column776,column838,column92,column103,615,720,539,662
column130637,column239388,column315497,2371,column585,column6232,column792,column85,column941,column1034,778,55,39,313
column115425,column23765,column335857,7101,column5248,column6198,column791,column841,column97,column1036,94,815,691,771
column123996,column23719,column342936,1092,column5972,column6493,column774,column835,column932,column1031,266,774,125,695
column11239,column216358,column313301,9751,column5759,column6347,column798,column822,column948,column1029,124,791,648,847
column129466,column243003,column314017,6086,column5848,column6404,column721,column83,column938,column1045,125,529,658,188
column16458,column239248,column345832,2963,column5582,column668,column784,column827,column929,column1045,228,500,454,918
column131973,column22537,column330366,3151,column5731,column6176,column790,column840,column939,column1020,857,928,229,514
column126232,column232754,column312113,18,column5520,column6137,column736,column830,column921,column1036,176,438,612,493
column142714,column219213,column331724,6464,column5619,column6484,column749,column824,column920,column1029,485,906,223,704
column17311,column218732,column313332,1024,column5415,column69,column794,column822,column936,column1043,428,476,123,976
column127669,column293,column345157,1767,column5955,column6250,column70,column834,column97,column1016,638,478,507,401
column122953,column224130,column36120,5384,column5370,column6450,column712,column840,column915,column102,164,104,545,1036
